claim_index,url,claim,parameter,minimum,maximum,unit,environment,extraction_status,scientific_review_status,notes
1900,glossary/pink-slime.html,"Definition Details Values Definition Pink slime is a pink or orange bacterial growth caused by Serratia marcescens or Methylobacterium species, commonly seen in hot tubs and pool fittings. &#127919; Typical Values: Treat with scrubbing + shock; check that sanitiser is reaching all affected areas In …",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1901,glossary/pink-slime.html,"It typically appears in wet areas: around hot tub fittings, under cover seals, in tile grout, and around skimmer baskets.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1902,glossary/pink-slime.html,"Treatment requires physical scrubbing to remove the biofilm, followed by shocking the water to 10+ ppm FC.",free_chlorine,10,10,,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
1903,glossary/pink-slime.html,Typical Values &#127919; Treat with scrubbing + shock; check that sanitiser is reaching all affected areas Related Resources Refilling Your Hot Tub Last reviewed: 2026-06-01,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1904,glossary/pool-chemistry-reference.html,"Definition Details Values Definition A pool chemistry reference is a compiled table of target ranges, typical values, and adjustment guides for all major pool water parameters. &#127919; Typical Values: Summarises all parameter targets in one place In Plain Language Pool chemistry references compile…",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1905,glossary/pool-chemistry-reference.html,Why It Matters A physical or digital reference guide kept near the pool allows quick decisions without having to remember all target ranges.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1906,glossary/pool-maintenance-schedule.html,"Definition Details Values Definition A pool maintenance schedule is a written plan covering daily, weekly, monthly, and seasonal maintenance tasks for pool chemistry and equipment. &#127919; Typical Values: FC/pH: 2x weekly; Full test: monthly; Shock: weekly; Filter clean: monthly In Plain Language …",ph,2,2,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1907,glossary/pool-maintenance-schedule.html,Typical Values &#127919; FC/pH: 2x weekly; Full test: monthly; Shock: weekly; Filter clean: monthly Related Resources Maintenance Schedule Last reviewed: 2026-06-01,ph,2,2,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1908,glossary/pool-pump.html,"Definition Details Values Definition A pool pump is the mechanical device that circulates water through the filter, heater, and chlorinator, maintaining water movement and filtration. &#127919; Typical Values: Residential pools: 0.75–2 HP; Variable speed: 600–3,450 RPM In Plain Language Pool pumps c…",(none),0.75,2,ph_units,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1908,glossary/pool-pump.html,"Definition Details Values Definition A pool pump is the mechanical device that circulates water through the filter, heater, and chlorinator, maintaining water movement and filtration. &#127919; Typical Values: Residential pools: 0.75–2 HP; Variable speed: 600–3,450 RPM In Plain Language Pool pumps c…",(none),600,3450,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1909,glossary/pool-safety-equipment.html,"Glossary 2 min read Updated 2026-06-01 Pool Safety Equipment Pool safety equipment includes the physical devices required to assist in pool emergency response: life ring, reaching pole, first aid kit, and emergency signage.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1910,glossary/pool-safety-equipment.html,"Definition Details Values Definition Pool safety equipment includes the physical devices required to assist in pool emergency response: life ring, reaching pole, first aid kit, and emergency signage. &#127919; Typical Values: Required for all vacation rental pools; verify at every guest turnover In …",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1911,glossary/pool-shock-schedule.html,Glossary 2 min read Updated 2026-06-01 Pool Shock Schedule A pool shock schedule is the planned frequency and timing of pool shock treatments throughout the swimming season.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1912,glossary/pool-shock-schedule.html,Definition Details Values Definition A pool shock schedule is the planned frequency and timing of pool shock treatments throughout the swimming season. &#127919; Typical Values: Weekly maintenance: shock to 10 ppm FC; Emergency recovery: shock to 30 ppm FC In Plain Language A typical shock schedule:…,free_chlorine,10,10,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1912,glossary/pool-shock-schedule.html,Definition Details Values Definition A pool shock schedule is the planned frequency and timing of pool shock treatments throughout the swimming season. &#127919; Typical Values: Weekly maintenance: shock to 10 ppm FC; Emergency recovery: shock to 30 ppm FC In Plain Language A typical shock schedule:…,free_chlorine,30,30,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1913,glossary/pool-shock-schedule.html,"Shock immediately after any heavy bather load, storm, or combined chlorine reading above 0.5 ppm.",combined_chlorine,0.5,0.5,ppm,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1914,glossary/pool-shock-schedule.html,"Use 1–2 lbs of cal-hypo per 10,000 gallons for weekly maintenance; higher doses for recovery situations.",pool_volume,1,2,lbs,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: pool_volume does not accept a mass_or_dosage value -- likely extraction noise, not a real claim about this parameter."
1914,glossary/pool-shock-schedule.html,"Use 1–2 lbs of cal-hypo per 10,000 gallons for weekly maintenance; higher doses for recovery situations.",pool_volume,10000,10000,gallons,unspecified,CORRECT_EXTRACTION,AMBIGUOUS,
1915,glossary/pool-shock-schedule.html,Why It Matters A regular shock schedule prevents chloramine accumulation and catches chemistry problems before they become emergencies.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1916,glossary/pool-shock-schedule.html,Typical Values &#127919; Weekly maintenance: shock to 10 ppm FC; Emergency recovery: shock to 30 ppm FC Related Resources Pool Shock Calculator Shock Treatments Explained Shock Formula Last reviewed: 2026-06-01,free_chlorine,10,10,ppm,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1916,glossary/pool-shock-schedule.html,Typical Values &#127919; Weekly maintenance: shock to 10 ppm FC; Emergency recovery: shock to 30 ppm FC Related Resources Pool Shock Calculator Shock Treatments Explained Shock Formula Last reviewed: 2026-06-01,free_chlorine,30,30,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1917,glossary/pool-turnover-rate.html,Insufficient turnover is a leading cause of persistent cloudy water and chemistry management difficulty.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1918,glossary/pool-volume-reference.html,"Glossary 2 min read Updated 2026-06-01 Pool Volume Reference A pool volume reference is a pre-calculated table of approximate volumes for common pool dimensions, used for quick dose estimation.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1919,glossary/pool-volume-reference.html,"Definition Details Values Definition A pool volume reference is a pre-calculated table of approximate volumes for common pool dimensions, used for quick dose estimation. &#127919; Typical Values: Common pool: 10,000–25,000 gallons; Hot tubs: 250–500 gallons In Plain Language Pool volume references a…",pool_volume,10000,25000,gallons,pool,CORRECT_EXTRACTION,AMBIGUOUS,
1919,glossary/pool-volume-reference.html,"Definition Details Values Definition A pool volume reference is a pre-calculated table of approximate volumes for common pool dimensions, used for quick dose estimation. &#127919; Typical Values: Common pool: 10,000–25,000 gallons; Hot tubs: 250–500 gallons In Plain Language Pool volume references a…",pool_volume,250,500,gallons,both,CORRECT_EXTRACTION,AMBIGUOUS,
1920,glossary/pool-volume-reference.html,These reference values should be verified against the actual pool dimensions for precise chemical dosing.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1921,glossary/pool-volume-reference.html,Why It Matters Quick volume references help pool owners make immediate dosing decisions when they cannot measure the pool precisely.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1922,glossary/pool-volume-reference.html,"Typical Values &#127919; Common pool: 10,000–25,000 gallons; Hot tubs: 250–500 gallons Related Resources Pool Volume Calculator The Four Core Water Tests Pool Volume Formula Last reviewed: 2026-06-01",pool_volume,10000,25000,gallons,pool,CORRECT_EXTRACTION,AMBIGUOUS,
1922,glossary/pool-volume-reference.html,"Typical Values &#127919; Common pool: 10,000–25,000 gallons; Hot tubs: 250–500 gallons Related Resources Pool Volume Calculator The Four Core Water Tests Pool Volume Formula Last reviewed: 2026-06-01",pool_volume,250,500,gallons,both,CORRECT_EXTRACTION,AMBIGUOUS,
1923,glossary/pool-volume.html,"Calculators Pool Volume Calculator Spa Volume Calculator Related Flow Rate Turnover Time Full entity details → Glossary 2 min read Updated 2026-06-01 Pool Volume Pool volume is the total capacity of a pool in gallons, used as the basis for all chemical dose calculations.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1924,glossary/pool-volume.html,"Definition Details Values Definition Pool volume is the total capacity of a pool in gallons, used as the basis for all chemical dose calculations. &#127919; Typical Values: Residential pools: 8,000–40,000 gallons; Hot tubs: 200–600 gallons In Plain Language Pool volume is calculated from the pool's …",pool_volume,8000,40000,gallons,pool,CORRECT_EXTRACTION,AMBIGUOUS,
1924,glossary/pool-volume.html,"Definition Details Values Definition Pool volume is the total capacity of a pool in gallons, used as the basis for all chemical dose calculations. &#127919; Typical Values: Residential pools: 8,000–40,000 gallons; Hot tubs: 200–600 gallons In Plain Language Pool volume is calculated from the pool's …",pool_volume,200,600,gallons,both,CORRECT_EXTRACTION,AMBIGUOUS,
1925,glossary/pool-volume.html,Volume errors of even 10% translate directly into equivalent errors in every chemical dose.,(none),10,10,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1926,glossary/pool-volume.html,Why It Matters Every chemical dose calculation requires pool volume as an input.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1927,glossary/pool-volume.html,An incorrect volume estimate causes all chemical doses to be proportionally wrong.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1928,glossary/pool-volume.html,"Typical Values &#127919; Residential pools: 8,000–40,000 gallons; Hot tubs: 200–600 gallons Related Resources Pool Volume Calculator The Four Core Water Tests Pool Volume Formula Last reviewed: 2026-06-01",pool_volume,8000,40000,gallons,pool,CORRECT_EXTRACTION,AMBIGUOUS,
1928,glossary/pool-volume.html,"Typical Values &#127919; Residential pools: 8,000–40,000 gallons; Hot tubs: 200–600 gallons Related Resources Pool Volume Calculator The Four Core Water Tests Pool Volume Formula Last reviewed: 2026-06-01",pool_volume,200,600,gallons,both,CORRECT_EXTRACTION,AMBIGUOUS,
1929,glossary/pump-turnover.html,"Why It Matters Insufficient turnover rate is one of the most common causes of persistent cloudy water and algae problems, regardless of correct chemistry.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1930,glossary/reagent.html,DPD-1 and DPD-3 reagents measure free and total chlorine.,(none),-1,-1,,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1930,glossary/reagent.html,DPD-1 and DPD-3 reagents measure free and total chlorine.,(none),-3,-3,,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1931,glossary/reagent.html,"Other reagents measure alkalinity, hardness, and CYA.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1932,glossary/return-jet.html,Definition Details Values Definition Return jets are the fittings in a pool wall through which filtered and treated water is returned to the pool. &#127919; Typical Values: Typically angled 45° toward the surface and directed to create clockwise pool circulation In Plain Language Return jets direct …,(none),45,45,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1933,glossary/return-jet.html,"In pools with poor circulation spots (corners, areas away from returns), algae and sediment tend to accumulate — adjusting return jet angles can improve these areas.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1934,glossary/return-jet.html,"Why It Matters Return jet positioning affects chemical distribution and circulation dead zones, which are algae-prone areas.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1935,glossary/salt-chlorination.html,Glossary 2 min read Updated 2026-06-01 Salt Chlorination Salt chlorination (salt water generation) is a system that produces free chlorine continuously by electrolyzing dissolved sodium chloride in pool water.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1936,glossary/salt-chlorination.html,"Definition Details Values Definition Salt chlorination (salt water generation) is a system that produces free chlorine continuously by electrolyzing dissolved sodium chloride in pool water. &#127919; Typical Values: Salt level: 2,700–3,400 ppm; CYA for salt pools: 60–80 ppm In Plain Language Salt ch…",salt,2700,3400,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1936,glossary/salt-chlorination.html,"Definition Details Values Definition Salt chlorination (salt water generation) is a system that produces free chlorine continuously by electrolyzing dissolved sodium chloride in pool water. &#127919; Typical Values: Salt level: 2,700–3,400 ppm; CYA for salt pools: 60–80 ppm In Plain Language Salt ch…",salt,60,80,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1937,glossary/salt-chlorination.html,The pool still uses chlorine chemistry — it just generates it from salt rather than adding it manually.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
